,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var209,Var210,Var211,Var212,Var213,Var214,Var215,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var224,Var225,Var226,Var227,Var228,Var229,Var230,target
21975,,,,,,273.0,0.0,,,,,,0.0,,,,,,,,220.0,275.0,,4.0,80.0,,,310.96,,,,,,,0.0,,,3845202.0,,,,,,0.0,,,,,,,,,,,,,2.307413,,,,,,,,9.0,,,,,,,3.0,18,0.0,,1267232.0,,0.0,,,113519.1,,35.0,,6.0,,,,,,,,,19803.0,,,,,,,,,,,,,,,48.0,,,16.0,479616.0,,,,,,950.0,,,,72.0,,0.0,,,,,,,0.0,3370835.0,1002714.0,,,,,,0.0,,,0.0,0.0,,,,,1108828.0,,,,9848280.0,,,,,,,42.0,,,1005324.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,qXh9tYsdof,RO12,,taul,1K8T,0Xwj,bMTAExd,sTHWwMY,,,UdO_,HLqf,YULl,VpdQ,IYzP,me75fM6ugJ,sBgB,,uKAI,L84s,NhsEn4L,,,,NGZxnJM,yOOA,UYBR,FzaX,07mQFkJ,oslk,8VyjxQb,LM8l689qOp,,,FSa2,RAYp,F2FyR07IdsN7I,,,-1
33944,,,,,,588.0,7.0,,,,,,96.0,,,,,,,,60.0,75.0,,0.0,16.0,,,186.64,,,,,,,0.0,,,7642440.0,,,,,,0.0,,,,,,,,,,,,,6.219611,,,,,,,,9.0,,,,,,,3.0,30,196.0,,441624.0,,0.0,,,135734.7,,10.0,,2.0,,,,,,,,,486.0,,,,,,,,,,,,,,,16.0,,,8.0,95290.4,,,,,,355.0,,,,36.0,,189.0,-26.0,,,,,,0.0,1188085.0,1664156.0,,,,,,635.0,,,0.0,18.0,,,,,0.0,,,,10019320.0,,,,,,,6.0,,,160422.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,gOyvyx7ejg,RO12,,taul,1K8T,lK27,cJKfmkh,_9fgcJ0chTp4w,,,Ge28,9_Y1,RcM7,09_Q,haYg,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,,,XTbPUYD,H2ZM,cJvF,FzaX,HJNVoxc,oslk,qlCDnag,LM8l689qOp,,,szEZ,RAYp,F2FyR07IdsN7I,,,-1
12827,,,,,,945.0,0.0,,,,,,24.0,,,,,,,,124.0,155.0,,0.0,0.0,,,220.08,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,5.670156,,,,,,,,18.0,,,,,,,3.0,50,0.0,,6220904.0,,0.0,,,195216.6,,0.0,,0.0,,,,,,,,,43557.0,,,,,,,,,,,,,,,32.0,,,72.0,166062.0,,,,,,640.0,,,,0.0,,56709.0,,,,,,,0.0,9504250.0,0.0,,,,,,0.0,,,0.0,0.0,,,,,0.0,,,,10713840.0,,,,,,,44.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,Mtpt0G8EIb,RO12,SEuy,taul,1K8T,0Xwj,gwY4NQF,UFIdC8I,TENjLBV,smXZ,Jrws,F3hy,k13i,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,3CGU8Em,,kZJtVhC,O8s3,cJvF,FzaX,t5EoLzk,oslk,ag5iNPX,LM8l689qOp,,xG3x,fKCe,RAYp,F2FyR07IdsN7I,mj86,,-1
26963,,,,,,217.0,7.0,,,,,,100.0,,,,,,,,20.0,25.0,,0.0,16.0,,,242.4,,,,,,,0.0,,,7257600.0,,,,,,0.0,,,,,,,,,,,,,4.878658,,,,,,,,18.0,,,,,,,3.0,46,14.0,,0.0,,0.0,,,110448.0,,5.0,,0.0,,,,,,,,,241770.0,,,,,,,,,,,,,,,0.0,,,0.0,-85290.0,,,,,,65.0,,,,12.0,,387.0,,,,,,,0.0,0.0,1108008.0,,,,,,1140.0,,,0.0,18.0,,,,,0.0,,,,8933240.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,DQlrEyXXnK,RO12,,F1JQrEL,1K8T,Wmd1,Z4GY4Me,bGUqwlz,c1CpEFL,,Va0a,9_Y1,SkZj,VpdQ,hAFG,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,9HLG6LM,,11p4mKe,C4oa,cJvF,FzaX,V8hvbB7,oslk,NWMaF5M,LM8l689qOp,,ELof,Aoh3,RAYp,F2FyR07IdsN7I,mj86,,-1
24318,,,,,,462.0,7.0,,,,,,920.0,,,,,,,,84.0,105.0,,4.0,8.0,,,200.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,4.143986,,,,,,,,9.0,,,,,,,,202,154.0,,565728.0,,0.0,,,56604.0,,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,32.0,-1274752.0,,,,,,325.0,,,,0.0,,1188.0,-22.0,,,,,,0.0,2430650.0,1528.0,,,,,,355.0,,,0.0,18.0,,,,,146916.0,,,,2294352.0,,,,,,,28.0,,,95868.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,FAJgUH7ejg,vuPfq6YcbX,,taul,1K8T,xgSF,fhk21Ss,6JhQ5n9,,,uGv1,9_Y1,1Bp0,09_Q,haYg,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,Mtgm,nlbpV6E,,,,LxWXZdz,JPTi,cJvF,FzaX,4UxGlow,QKW8DRm,catzS2D,LM8l689qOp,,,WqMG,ZI9m,NoEd,am7c,,-1
11082,,,,,,,0.0,,,,,,0.0,,,,,,,,,50.0,,0.0,16.0,,,313.92,,,,,,,0.0,,,320208.0,,,,,,0.0,,,,,,,13977.36,,,,,,5.066866,,,,,,,,9.0,,,,,,,,12,0.0,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,-984500.0,,,,,,,,,,6.0,,0.0,4.0,,,,,,0.0,225480.0,12732.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,419320.0,,,,,,,14.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,222.0,,,NESt0G8EIb,RO12,,taul,1K8T,wOc1,EQsMhNR,IG_G867,,,lbjH,9_Y1,k13i,VpdQ,,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,NGZxnJM,n9hg,cJvF,FzaX,KVX8iqZ,oslk,3A8Rt2K,LM8l689qOp,,,fKCe,RAYp,F2FyR07IdsN7I,,,-1
39102,,0.0,492.0,,,,,,,,8.0,,,6.0,,,,,,,,,,,,,,,,,,,,0.0,,1036800.0,,,,24.0,,,0.0,,16416.7,24.0,,,0.0,,,,,0.0,,0.0,0.4629353,,578435.4,,,,,,,,,196.0,,,,,6,,0.0,,,,,,,,,324.0,,,,,0.0,,,22190.0,,,0.0,6.0,,,,,,,,162.0,108.0,,,,,,,,-704020.0,3729100.0,63.0,,,3.0,,,,0.0,,,,-8.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,318474.0,,,,,,,,15.0,,,,,,32.0,5843222.0,15.0,,,,,88038.0,44.0,,,,364.68,234.0,,,8I1q9ayE15,RO12,,taul,1K8T,EJC9,7CnExHa,V6XUlxabJ4VaD,,,CIJD,9_Y1,AKLO,VpdQ,,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,mAj3FSW,nQWJ,cJvF,FzaX,82JRa8C,oslk,bIKqbV5,LM8l689qOp,4n2X,,TNEC,RAYp,F2FyR07IdsN7I,,,1
32145,,,,,,217.0,0.0,,,,,,0.0,,,,,,,,140.0,175.0,,0.0,48.0,,,256.48,,,,,,,0.0,,,4030824.0,,,,,,0.0,,,,,,,,,,,,,5.331339,,,,,,,,9.0,,,,,,,,18,0.0,,2474232.0,,0.0,,,220735.8,,20.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,32.0,141276.0,,,,,,520.0,,,,54.0,,0.0,-28.0,,,,,,0.0,3721260.0,875892.0,,,,,,0.0,,,0.0,0.0,,,,,0.0,,,,10554080.0,,,,,,,20.0,,,950460.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,294.0,,,ZSNrjIX0Db,RO12,,taul,1K8T,vsvk,knVbxgw,9YuFlLzSEv,,,8HYR,9_Y1,nr0d,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAja5EA,b6Qf,cJvF,,qofOVQC,oslk,cbq7j0h,,,,5Acm,RAYp,F2FyR07IdsN7I,,,-1
9361,,,,,,231.0,14.0,,,,,,136.0,,,,,,,,20.0,25.0,,0.0,32.0,,,99.68,,,,,,,0.0,,,15636.0,,,,,,0.0,,,,,,,835.04,,,,,,0.3482162,,,,,,,,54.0,,,,,,,6.0,164,35.0,,0.0,,0.0,,,4198.86,,0.0,,0.0,,,,,,,,,23544.0,,,,,,,,,,,,,,,0.0,,,0.0,-19185.8,,,,,,185.0,,,,6.0,,47610.0,,,,,,,0.0,0.0,7314.0,,,,,,1355.0,,,0.0,9.0,,,,,0.0,,,,25052.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,198.0,,,a4vrEy7Rm6,iKEouAWeUBYR3fQ5tZmt_bDPIn6qT7tIGHs8L,,taul,1K8T,nQZ6,fqeOwLG,J0v6v25DdB,cN8ijEd,,5EE4,9_Y1,X8zP,sJzTlal,kxE9,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,DmYOBF5GfjJxb,,zSvTDJY,,OFqAhVm,jlqb,cJvF,FzaX,fxJmel6,Al6ZaUT,WfsWw2A,LM8l689qOp,,ELof,Aoh3,ZI9m,iyHGyLCEkQ,,,-1
1993,,,,,,1015.0,7.0,,,,,,168.0,,,,,,,,140.0,175.0,,6.0,24.0,,,200.0,,,,,,,0.0,,,3714.0,,,,,,0.0,,,,,,,,,,,,,2.496475,,,,,,,,9.0,,,,,,,3.0,40,63.0,,689552.0,,0.0,,,106502.4,,5.0,,12.0,,,,,,,,,26646.0,,,,,,,,,,,,,,,48.0,,,32.0,107415.6,,,,,,610.0,,,,6.0,,15156.0,16.0,,,,,,0.0,4816615.0,334790.0,,,,,,2590.0,,,0.0,0.0,,,,,900592.0,,,,5889360.0,,,,,,,40.0,,,1520694.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,150.0,,,a4vvyxLkBI,RO12,,taul,1K8T,ssAy,Pvu4X3H,fXeumA5,,,WzyJ,9_Y1,vzJD,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAja5EA,yUt1,cJvF,FzaX,95r8hdx,oslk,Pk67qqc,LM8l689qOp,,,xb3V,RAYp,F2FyR07IdsN7I,,,-1
463,,,,,,4298.0,14.0,,,,,,28.0,,,,,,,,892.0,1115.0,,18.0,312.0,,,200.0,,,,,,,0.0,,,198264.0,,,,,,0.0,,,,,,,,,,,,,2.1442,,,,,,,,18.0,,,,,,,,54,0.0,,1310432.0,,0.0,,,18147.48,,10.0,,52.0,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,264.0,187285.2,,,,,,2515.0,,,,18.0,,3978.0,,,,,,,0.0,1877620.0,229614.0,,,,,,60.0,,,0.0,0.0,,,,,301784.0,,,,3083840.0,,,,,,,240.0,,,501546.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,CEaBcmz45j,RO12,,taul,1K8T,0WHw,gwYdMIs,AdB1eP4,ODL83I1,,k08k,9_Y1,EwzD,VpdQ,sYC_,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,grBToX1,,kq0n8Bj,_fiY,cJvF,FzaX,tzpmIK9,oslk,Hcoaiae,LM8l689qOp,,ELof,Qcbd,RAYp,F2FyR07IdsN7I,,,-1
34128,,0.0,0.0,,,,,,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,24.0,,0.0,,,,0.0,,,0.0,,8331.36,0.0,,,0.0,,,,,0.0,,,2.119846,,0.0,,,,,,,,,0.0,,,,,6,,30.0,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,-203760.0,0.0,0.0,,,,,,,0.0,,,,-18.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,0.0,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,349.5,,,,639r4RK2Mx,RO12,,taul,1K8T,487l,DW3heVi,7OQTfyc,,,gpsI,9_Y1,DtNL,sJzTlal,,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,y5F5CPz,O5Ed,UYBR,,THMQrGj,oslk,cObaF5M,,4n2X,,FSa2,RAYp,F2FyR07IdsN7I,,,-1
27673,,,,,,2765.0,7.0,,,,,,572.0,,,,,,,,472.0,590.0,,16.0,216.0,,,166.56,,,,,,,0.0,,,51906.0,,,,,,0.0,,,,,,,74281.36,,,,,,6.766076,,,,,,,,9.0,,,,,,,3.0,40,0.0,,1740280.0,,0.0,,,24380.22,,15.0,,24.0,,,,,,,,,163191.0,,,,,,,,,,,,,,,192.0,,,192.0,201429.6,,,,,,1190.0,,,,60.0,,18018.0,4.0,,,,,,8.0,1682675.0,445934.0,,,,,,395.0,,,0.0,9.0,,,,,237713.0,,,,3446624.0,,,,,,,84.0,,,432546.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,,,,qXhrEy7VR2,RO12,,taul,1K8T,nQZ6,rRx7ehn,_UtlxbJ,,,MRaU,9_Y1,X8zP,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,kh1Z,cJvF,FzaX,8EdTbnP,oslk,VNjXcTb,LM8l689qOp,,,Aoh3,RAYp,F2FyR07IdsN7I,,,-1
9808,,,,,,1344.0,7.0,,,,,,248.0,,,,,,,,228.0,285.0,,4.0,200.0,,,166.56,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,1.134159,,,,,,,,9.0,,,,,,,,76,287.0,,196624.0,,0.0,,,9782.521,,5.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,32.0,109792.0,,,,,,355.0,,,,0.0,,40041.0,,,,,,,0.0,233130.0,196796.0,,,,,,160.0,,,0.0,9.0,,,,,82390.0,,,,855692.0,,,,,,,38.0,,,247734.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,gE8Wq6edh4,RO12,,taul,1K8T,kNzO,iMR_WUr,Tg7jjBB,eo7fhMO,,RhgR,9_Y1,_xpN,VpdQ,hAFG,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,PV6309j,,11p4mKe,ePSE,UYBR,FzaX,Oa93REx,oslk,j1EhgR7,jySVZNlOJy,,ELof,FSa2,RAYp,F2FyR07IdsN7I,mj86,,-1
37839,,,,,,763.0,7.0,,,,,,324.0,,,,,,,,128.0,160.0,,2.0,0.0,,,186.64,,,,,,,0.0,,,8617020.0,,,,,,0.0,,,,,,,,,,,,,2.616321,,,,,,,,27.0,,,,,,,3.0,36,0.0,,1382400.0,,0.0,,,196866.0,,30.0,,2.0,,,,,,,,,17259.0,,,,,,,,,,,,,,,32.0,,,16.0,154875.2,,,,,,505.0,,,,102.0,,4320.0,12.0,,,,,,0.0,2160695.0,0.0,,,,,,1035.0,,,0.0,9.0,,,,,187187.0,,,,10345000.0,,,,,,,12.0,,,160446.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,vAsTmBfHUn,RO12,,taul,1K8T,JLbT,TeByZ8I,5q1zOkL,,,L_h0,9_Y1,4N0K,09_Q,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,BMOI,cJvF,FzaX,h72T5R2,oslk,e7btFxo,LM8l689qOp,,,Qu4f,RAYp,F2FyR07IdsN7I,,,-1
6958,,,,,,1638.0,7.0,,,,,,2612.0,,,,,,,,132.0,165.0,,2.0,48.0,,,270.64,,,,,,,0.0,,,4276914.0,,,,,,0.0,,,,,,,,,,,,,0.56975,,,,,,,,9.0,,,,,,,3.0,106,35.0,,3168088.0,,0.0,,,87670.5,,10.0,,2.0,,,,,,,,,14451.0,,,,,,,,,,,,,,,32.0,,,40.0,302170.8,,,,,,520.0,,,,54.0,,15165.0,6.0,,,,,,0.0,3960100.0,950424.0,,,,,,1130.0,,,0.0,9.0,,,,,554414.0,,,,10454680.0,,,,,,,20.0,,,475212.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,LDPvyx7IEC,2Knk1KF,,taul,1K8T,X9_k,fhk21Ss,ZkibjLN5VdYQ7,iONyY8w,,37tz,9_Y1,qaiO,VpdQ,lVqb,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,dznt9poYpmHt7,,49ubB3h,,NGZsw1d,FEJk,cJvF,FzaX,4UxGlow,zCkv,catzS2D,LM8l689qOp,,ELof,szEZ,ZI9m,Zy3gnGM,am7c,,-1
11088,,,,,,560.0,7.0,,,,,,1852.0,,,,,,,,64.0,80.0,,2.0,80.0,,,220.08,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,1.401624,,,,,,,,9.0,,,,,,,3.0,168,77.0,,258088.0,,0.0,,,58853.7,,0.0,,2.0,,,,,,,,,3219.0,,,,,,,,,,,,,,,16.0,,,8.0,-59556.4,,,,,,445.0,,,,0.0,,11070.0,42.0,,,,,,0.0,110665.0,110498.0,,,,,,370.0,,,0.0,72.0,,,,,225827.0,,,,472764.0,,,,,,,8.0,,,51288.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,EsYrjIX0Db,2Knk1KF,SEuy,taul,1K8T,487l,itE48fK,hOpRIhsUSP,PmQaYAH,smXZ,0iyF,9_Y1,EKFb,09_Q,haYg,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,YsyUbhY,,XTbPUYD,jtMm,UYBR,FzaX,aAJYH7D,oslk,nDh2fT4,LM8l689qOp,,kG3k,5Acm,RAYp,TCU50_Yjmm6GIBZ0lL_,am7c,,1
23637,,,,,,1085.0,14.0,,,,,,9548.0,,,,,,,,156.0,195.0,,2.0,80.0,,,168.88,,,,,,,5.0,,,2641236.0,,,,,,0.0,,,,,,,285391.2,,,,,,1.967101,,,,,,,,36.0,,,,,,,6.0,54,140.0,,2687336.0,,3.0,,,62466.6,,5.0,,6.0,,,,,,,,,425910.0,,,,,,,,,,,,,,,32.0,,,64.0,97927.2,,,,,,750.0,,,,42.0,,18657.0,4.0,,,,,,32.0,2386375.0,1610600.0,,,,,,6860.0,,,6.0,18.0,,,,,604800.0,,,,9588440.0,,,,,,,20.0,,,1512060.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,,,,Mtpt0G8EIb,RO12,SEuy,taul,1K8T,PbOJ,7c9SNLr,5CtupK8,tNsLKIW,smXZ,NKtg,9_Y1,k13i,sJzTlal,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,JywDaGv,,mAja5EA,FfvP,UYBR,FzaX,mTP8jNM,oslk,bMSObSS,LM8l689qOp,,xG3x,fKCe,RAYp,F2FyR07IdsN7I,mj86,,-1
13569,,,,,,217.0,0.0,,,,,,0.0,,,,,,,,148.0,185.0,,0.0,48.0,,,253.52,,,,,,,0.0,,,4293018.0,,,,,,0.0,,,,,,,,,,,,,4.348002,,,,,,,,9.0,,,,,,,,72,0.0,,3168088.0,,0.0,,,221815.8,,15.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,40.0,68017.6,,,,,,520.0,,,,72.0,,8289.0,4.0,,,,,,0.0,4356080.0,854302.0,,,,,,0.0,,,0.0,18.0,,,,,0.0,,,,10589960.0,,,,,,,22.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,2jirEyXktW,RO12,SEuy,taul,1K8T,Wmd1,OfJPyOH,msIqHk8toE,3U7u4AA,smXZ,HSNi,9_Y1,SkZj,VpdQ,y6dw,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,2FRUZPP,,11p4mKe,YOvd,cJvF,,gmDv8BP,oslk,HCTwS9i,,,kG3k,Aoh3,RAYp,F2FyR07IdsN7I,am7c,,-1
14686,,,,,,1099.0,0.0,,,,,,1584.0,,,,,,,,156.0,195.0,,4.0,56.0,,,200.0,,,,,,,0.0,,,3084888.0,,,,,,0.0,,,,,,,,,,,,,5.026917,,,,,,,,18.0,,,,,,,,106,0.0,,809656.0,,0.0,,,108086.7,,30.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,40.0,179703.6,,,,,,620.0,,,,36.0,,64035.0,,,,,,,0.0,4710970.0,617188.0,,,,,,0.0,,,0.0,18.0,,,,,54572.0,,,,9814520.0,,,,,,,26.0,,,1036800.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,FAJgUH7ejg,RO12,SEuy,taul,1K8T,72yt,aO9ExHa,u1394shgsM,_hvpncc,smXZ,mG42,9_Y1,m_h1,VpdQ,IYzP,DHn_WUyBhW_whjA88g9bvA64_,kIsH,,uKAI,L84s,CrNX,,eC8G6LM,,kZJigPo,ZKRG,cJvF,FzaX,hmNXrn0,d0EEeJi,hElD0LJ,LM8l689qOp,,kG3k,WqMG,nIGXDli,F2FyR07IdsN7I,,,-1
34396,,,,,,3290.0,14.0,,,,,,1868.0,,,,,,,,688.0,860.0,,12.0,448.0,,,166.56,,,,,,,0.0,,,301878.0,,,,,,0.0,,,,,,,,,,,,,1.756035,,,,,,,,18.0,,,,,,,6.0,154,28.0,,1790560.0,,0.0,,,20248.89,,55.0,,20.0,,,,,,,,,85293.0,,,,,,,,,,,,,,,160.0,,,248.0,-676480.0,,,,,,2195.0,,,,72.0,,29457.0,-24.0,,,,,,0.0,1145305.0,520736.0,,,,,,355.0,,,0.0,18.0,,,,,562142.0,,,,3857328.0,,,,,,,104.0,,,446466.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,TfiBcmzkzH,2Knk1KF,,taul,1K8T,uNkU,fhk21Ss,e1XhvTunuD,rM0V3cN,,NKYL,9_Y1,WGOH,VpdQ,wMei,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,Mtgm,E1aAZ0x7vd,,CmhUbhY,,OFqVH0t,,,FzaX,4UxGlow,QKW8DRm,catzS2D,LM8l689qOp,,ELof,Qcbd,ZI9m,ib5G6X1eUxUn6,am7c,,-1
20153,,,,,,1281.0,7.0,,,,,,56.0,,,,,,,,192.0,240.0,,8.0,200.0,,,200.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,5.30015,,,,,,,,9.0,,,,,,,,58,14.0,,1532784.0,,0.0,,,45257.7,,0.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,56.0,69017.6,,,,,,695.0,,,,0.0,,108.0,34.0,,,,,,0.0,611675.0,627868.0,,,,,,85.0,,,0.0,0.0,,,,,823683.0,,,,2831724.0,,,,,,,12.0,,,480384.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,2jiWq69cTy,RO12,SEuy,taul,1K8T,j1T2,jJ_nXHo,9HOPNsJ,xICcM10,smXZ,0Twt,9_Y1,Px52,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,8WdA5zZ,,kZJtVhC,AQdv,cJvF,FzaX,uyr88FJ,oslk,FlVqhZX,LM8l689qOp,,xG3x,PM2D,RAYp,F2FyR07IdsN7I,am7c,,-1
37626,,,,,,3339.0,7.0,,,,,,4224.0,,,,,,,,544.0,680.0,,42.0,168.0,,,200.0,,,,,,,0.0,,,353382.0,,,,,,0.0,,,,,,,,,,,,,4.042085,,,,,,,,9.0,,,,,,,,110,7.0,,1157624.0,,0.0,,,12769.86,,65.0,,44.0,,,,,,,,,,,,,,,,,,,,,,,,312.0,,,336.0,58507.2,,,,,,2375.0,,,,78.0,,21060.0,,,,,,,0.0,340645.0,102372.0,,,,,,340.0,,,0.0,0.0,,,,,518301.0,,,,2082788.0,,,,,,,50.0,,,524616.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,vAsTmBfHUn,2Knk1KF,SEuy,taul,1K8T,TyGl,ho_heVi,JQFeOYK,HEYwoKT,smXZ,QzmS,9_Y1,Z5OU,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,bi4TZBm,,beK4AFX,p7z8,cJvF,FzaX,ImpAWQ7,oslk,lcWqFbB,LM8l689qOp,,xG3x,Qu4f,RAYp,55YFVY9,mj86,,-1
1121,,,,,,427.0,7.0,,,,,,76.0,,,,,,,,80.0,100.0,,0.0,8.0,,,133.12,,,,,,,0.0,,,11892.0,,,,,,0.0,,,,,,,,,,,,,1.569109,,,,,,,,9.0,,,,,,,3.0,46,0.0,,23552.0,,0.0,,,4568.94,,0.0,,0.0,,,,,,,,,23832.0,,,,,,,,,,,,,,,0.0,,,40.0,11407.72,,,,,,435.0,,,,6.0,,23328.0,,,,,,,0.0,122035.0,3582.0,,,,,,60.0,,,0.0,0.0,,,,,0.0,,,,124496.0,,,,,,,26.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,312.0,,,V8lt0G8rTN,RO12,,taul,1K8T,wOc1,qEdASpP,LLpnPUn,,,dLKL,9_Y1,e7QV,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,TDcECyH,CRBM,UYBR,FzaX,0AJo2f2,oslk,2Kb5FSF,LM8l689qOp,,,fKCe,RAYp,F2FyR07IdsN7I,,,1
